199,1718867,oblique slanting or inclined in direction or course or positionneither parallel nor perpendicular nor rightangled the oblique rays of the winter sun acute and obtuse angles are oblique angles the axis of an oblique cone is not perpendicular to its base
200,612114,convergent tending to come together from different directions
201,1684899,paint make a painting he painted all day in the garden He painted a painting of the garden
202,936620,painting creating a picture with paints he studied painting and sculpture for many years
203,820976,manifest provide evidence for stand as proof of show by ones behavior
204,1015244,testify provide evidence for The blood test showed that he was the father Her behavior testified to her incompetence
205,689729,uvulopalatopharyngoplasty surgical resection of unnecessary palatal and oropharyngeal tissue to open the airway intended to cure extreme cases of snoring with or without sleep apnea
206,671351,surgical process a medical procedure involving an incision with instruments performed to repair damage or arrest disease in a living body they will schedule the operation as soon as an operating room is available he died while undergoing surgery
207,10056103,vitalizer someone who imparts energy and vitality and spirit to other people
208,164816,vitalize make more lively or vigorous The treatment at the spa vitalized the old man
209,7414922,meeting a casual or unexpected convergence he still remembers their meeting in Paris there was a brief encounter in the hallway
210,2248465,happen come upon
211,82563,remedy provide relief for remedy his illness
212,612160,practice of medicine the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries he studied medicine at Harvard
213,7803545,wheat berry grains of common wheat sometimes cooked whole or cracked as cereal usually ground into flour
214,7802417,grain foodstuff prepared from the starchy grains of cereal grasses
215,634472,reason out decide by reasoning draw or come to a conclusion We reasoned that it was cheaper to rent than to buy a house
216,5651680,understanding the capacity for rational thought or inference or discrimination we are told that man is endowed with reason and capable of distinguishing good from evil
217,6488880,character set an ordered list of characters that are used together in writing or printing
218,6481320,listing a database containing an ordered array of items names or topics
219,972621,onslaught military an offensive against an enemy using weapons the attack began at dawn
220,955060,operation activity by a military or naval force as a maneuver or campaign it was a joint operation of the navy and air force
221,631391,right free from error especially conforming to fact or truth the correct answer the correct version the right answer took the right road the right decision
222,1878466,proper marked by suitability or rightness or appropriateness proper medical treatment proper manners
223,2461014,genus tamandua lesser anteater
224,2461128,tamandua tetradactyla small toothless anteater with prehensile tail and fourclawed forelimbs of tropical South America and Central America
225,6150633,finance the branch of economics that studies the management of money and other assets
226,6149484,political economy the branch of social science that deals with the production and distribution and consumption of goods and services and their management
227,4764412,generality the quality of being general or widespread or having general applicability
228,4723816,quality an essential and distinguishing attribute of something or someone the quality of mercy is not strainedShakespeare
229,7139151,expatiation a discussion spoken or written that enlarges on a topic or theme at length or in detail
230,7172756,expansion a discussion that provides additional information
231,14659211,titanium a light strong grey lustrous corrosionresistant metallic element used in strong lightweight alloys as for airplane parts the main sources are rutile and ilmenite
232,2691156,plane an aircraft that has a fixed wing and is powered by propellers or jets the flight was delayed due to trouble with the airplane
233,2062212,thrust make a thrusting forward movement
234,290276,lurch the act of moving forward suddenly
235,2469588,primates an animal order including lemurs and tarsiers and monkeys and apes and human beings
236,4191150,shellac varnish a thin varnish made by dissolving lac in ethanol used to finish wood
237,4521987,varnish a coating that provides a hard
238,438495,slow down reduce the speed of He slowed down the car
239,126264,modify cause to change make different cause a transformation The advent of the automobile may have altered the growth pattern of the city The discussion has changed my thinking about the issue
240,613973,theology the learned profession acquired by specialized courses in religion usually taught at a college or seminary he studied theology at Oxford
241,6182144,theology the rational and systematic study of religion and its influences and of the nature of religious truth
242,7117472,labial stop a stop consonant that is produced with the lips
243,7115914,stop consonant a consonant produced by stopping the flow of air at some point and suddenly releasing it his stop consonants are too aspirated
244,1783571,scutigerella garden centipedes
245,1783706,symphilid minute arthropod often infesting the underground parts of truckgarden and greenhouse crops
246,4792357,adequateness the quality of being able to meet a need satisfactorily he questioned the adequacy of the usual sentimental interpretation of the Golden Rule
247,51045,equal having the requisite qualities or resources to meet a task she had adequate training her training was adequate she was adequate to the job he was equal to the task
248,11915214,composite plant considered the most highly evolved dicotyledonous plants
249,11669921,flower a plant cultivated for its blooms or blossoms
250,15165289,morning time the time period between dawn and noon I spent the morning running errands
251,15113229,time period an amount of time a time period of  years hastened the period of time of his recovery Picassos blue period
252,939277,explicate make plain and comprehensible He explained the laws of physics to his students
253,6743362,explication a detailed explanation of the meaning of something
254,1182654,suit a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy the family brought suit against the landlord
255,2582042,sue institute legal proceedings against file a suit against He was warned that the district attorney would process him She actioned the company for discrimination
256,10987358,john kenneth galbraith United States economist born in Canada who served as ambassador to India born in 
257,10043643,economist an expert in the science of economics
258,8806897,rome capital and largest city of Italy on the Tiber seat of the Roman Catholic Church formerly the capital of the Roman Republic and the Roman Empire
259,9716933,roman a resident of modern Rome
260,1049266,disguise the act of concealing the identity of something by modifying its appearance he is a master of disguise
261,2158896,camouflage disguise by camouflaging exploit the natural surroundings to disguise something The troops camouflaged themselves before they went into enemy territory
262,829170,sensitizing rendering an organism sensitive to a serum by a series of injections
263,828990,immunization the act of making immune especially by inoculation
264,2423465,genus antidorcas springboks
265,1864707,mammal genus a genus of mammals
266,9279458,finding something that is found the findings in the gastrointestinal tract indicate that he died several hours after dinner an area rich in archaeological findings
267,2684,physical object a tangible and visible entity an entity that can cast a shadow it was full of rackets
268,6284225,linguistic unit one of the natural units into which linguistic messages can be analyzed
269,455348,followup an activity that continues something that has already begun or that repeats something that has already been done
270,230276,follow up increase the effectiveness or success of by further action The doctor followed up the surgery with radiation
271,8900535,republic of india a republic in the Asian subcontinent in southern Asia second most populous country in the world achieved independence from the United Kingdom in 
272,9303647,himalayas a mountain range extending  miles on the border between India and Tibet this range contains the worlds highest mountain
273,628491,think use or exercise the mind or ones power of reason in order to make inferences
274,5786372,think an instance of deliberate thinking I need to give it a good think
275,2444662,license authorize officially I am licensed to practice law in this state
276,13994806,license freedom to deviate deliberately from normally applicable rules or practices especially in behavior or speech
277,11873396,genus barbarea biennial or perennial herbs of north temperate regions winter cress
278,11575425,dilleniid dicot genus genus of more or less advanced dicotyledonous trees and shrubs and herbs
279,14720238,yellow metal a brass that has more zinc and is stronger than alpha brass used in making castings and hotworked products
280,14716997,brass an alloy of copper and zinc
281,430140,play the act of playing for stakes in the hope of winning including the payment of a price for a chance to win a prize his gambling cost him a fortune there was heavy play at the blackjack table
282,747029,vice a specific form of evildoing vice offends the moral standards of the community
283,12145802,zizania wild rice
284,11556857,monocot genus genus of flowering plants having a single cotyledon embryonic leaf in the seed
285,8656590,station nautical the location to which a ship or fleet is assigned for duty
286,8191701,navy an organization of military vessels belonging to a country and available for sea warfare
287,2116980,work provoke or excite The rock musician worked the crowd of young girls into a frenzy
288,2116118,stir stir feelings in stimulate my appetite excite the audience stir emotions
289,5551318,side either the left or right half of a body he had a pain in his side
290,15388,fauna a living organism characterized by voluntary movement
291,12508936,genus baphia small genus of shrubs and lianas and trees of Africa and Madagascar
292,11585340,rosid dicot genus a genus of dicotyledonous plants
293,1769902,impress impress positively The young chess player impressed her audience
294,1282014,impressive making a strong or vivid impression an impressive ceremony
295,2198332,hippoboscidae winged or wingless dipterans louse flies
296,1759182,arthropod family any of the arthropods
297,1014609,underscore give extra weight to a communication Her gesture emphasized her words
298,1013367,stress to stress
299,595146,mastership the position of master
300,586262,spot a job in an organization he occupied a post in the treasury
301,13345286,assurance a British term for some kinds of insurance
302,13344804,insurance promise of reimbursement in the case of loss paid to people or companies so concerned about hazards that they have made prepayments to an insurance company
303,803394,doubling raising the stakes in a card game by a factor of  I decided his double was a bluff
304,246217,duplicate increase twofold The population doubled within  years
305,13651804,half mile a unit of length equal to half of  mile
306,13603305,linear unit a unit of measurement of length
307,4063373,recording machine equipment for making records
308,998399,tape register electronically They recorded her singing
309,509846,merrymaking a boisterous celebration a merry festivity   from a position of superiority or authority father knows best I know better
310,428000,festivity any joyous diversion
311,2460483,tenant occupy as a tenant
312,2649830,populate inhabit or live in be an inhabitant of People lived in Africa millions of years ago The people inhabited the islands that are now deserted this kind of fish dwells near the bottom of the ocean deer are populating the woods
313,94460,produce come to have or undergo a change of physical features and attributes He grew a beard The patient developed abdominal pains I got funny spots all over my body Welldeveloped breasts
314,41899,getting the act of acquiring something I envied his talent for acquiring hes much more interested in the getting than in the giving
315,3022406,trichloromethane a volatile liquid haloform CHCl formerly used as an anesthetic chloroform was the first inhalation anesthetic
316,14620895,haloform compounds with the formula CHX
317,3599761,job an object worked on a result produced by working he held the job in his left hand and worked on it with his right
318,4007894,production an artifact that has been created by someone or some process they improve their product every year they export most of their agricultural production
319,5768806,dreaming imaginative thoughts indulged in while awake he lives in a dream that has nothing to do with reality
320,1637633,woolgather have a daydream indulge in a fantasy
321,594146,lectureship the post of lecturer   not occurring at expected times
322,892861,lecturing teaching by giving a discourse on some subject typically to a class
323,833199,inform act as an informer She had informed on her own parents for years
324,831651,inform impart knowledge of some fact
325,2026785,rich high in mineral content having a high proportion of fuel to air a rich vein of copper
326,5115804,richness the property of being extremely abundant the profusion of detail the idiomatic richness of English
327,14175579,chlamydia a sexually transmitted infection caused by bacteria of the genus Chlamydia
328,14133159,venuss curse a communicable infection transmitted by sexual intercourse or genital contact
329,1041762,summon ask to come summon a lawyer
330,5978623,summoning calling up supposed supernatural forces by spells and incantations
331,10777299,whisperer one who speaks in a whisper
332,915830,whisper speak softly in a low voice
333,10118382,inspirer a leader who stimulates and excites people to action
334,605310,revolutionize fill with revolutionary ideas
335,1532329,splotch blotch or spot
336,1531998,spot make a spot or mark onto The wine spotted the tablecloth
337,1158064,levy en masse the act of drafting into military service
338,9918248,kid a human offspring son or daughter of any age they had three children they were able to send their kids to college
339,10373998,progeny the immediate descendants of a person she was the mother of many offspring he died without issue
340,15267536,stopping point the temporal end the concluding time the stopping point of each round was signaled by a bell the market was up at the finish they were playing better at the close of the season
341,15266911,ending the point in time at which something ends the end of the year the ending of warranty period
342,14493426,want a state of extreme poverty
343,14493145,poverty the state of having little or no money and few or no material possessions
344,946499,expansive able or tending to expand or characterized by expansion Expansive materials the expansive force of fire
345,2034300,turn away turn from a straight course
346,1907258,turn change orientation or direction
347,3045074,clipper shears for cutting grass or shrubbery often used in the plural
348,2926044,buspirone a drug trade name BuSpar designed specifically for anxiety
349,3771443,minor tranquillizer a tranquilizer used to relieve anxiety and reduce tension and irritability
350,2038617,glareolidae Old World shorebirds pratincoles and coursers
351,1504437,bird family a family of warmblooded egglaying vertebrates characterized by feathers and forelimbs modified as wings
352,7121361,yowl a very loud utterance like the sound of an animal his bellow filled the hallway
353,914634,yowl utter shrieks
354,2121234,genus felis type genus of the Felidae true cats and most wildcats
355,2124623,wildcat any small or mediumsized cat resembling the domestic cat and living in the wild
356,7921615,hard cider alcoholic drink from fermented cider `cider and `cyder are European especially British usages for the fermented beverage
357,7921455,cyder a beverage made from juice pressed from apples
358,1912893,walk traverse or cover by walking Walk the tightrope Paul walked the streets of Damascus She walks  miles every day
359,4545471,zimmer frame a light enclosing framework trade name Zimmer with rubber castors or wheels and handles helps invalids or the handicapped or the aged to walk
360,10153155,guvnor British slang boss
361,9867956,hirer a person responsible for hiring workers the boss hired three more men for the new job
362,8236621,trust a consortium of independent organizations formed to limit competition by controlling the production and distribution of a product or service they set up the trust in the hope of gaining a monopoly
363,8236438,syndicate an association of companies for some definite purpose
364,5484573,pars distilis the anterior part of the anterior pituitary
365,5329735,endocrine gland any of the glands of the endocrine system that secrete hormones directly into the bloodstream
366,9381242,rock outcrop the part of a rock formation that appears above the surface of the surrounding land
367,9416076,stone a lump or mass of hard consolidated mineral matter he threw a rock at me
368,14023491,anesthesia loss of bodily sensation with or without loss of consciousness
369,9793495,anesthetist a specialist who administers an anesthetic to a patient before he is treated
370,622384,vex be a mystery or bewildering to This beats me Got meI dont know the answer a vexing problem This question really stuck me
371,7510495,stupefaction a feeling of stupefied astonishment
372,2679899,uphold keep or maintain in unaltered condition cause to remain or last preserve the peace in the family continue the family tradition Carry on the old traditions
373,14578940,preservation the condition of being well or ill preserved
374,562882,inflate cause prices to rise by increasing the available currency or credit The war inflated the economy
375,13498828,rising prices a general and progressive increase in prices in inflation everything gets more valuable except money
376,400883,refine make more complex
377,7357679,refinement the result of improving something he described a refinement of this technique
378,1107254,outshine attract more attention and praise than others This film outshone all the others in quality
379,1105639,surpass be or do something to a greater degree her performance surpasses that of any other student I know She outdoes all other athletes This exceeds all my expectations This car outperforms all others in its class
380,5045208,rain anything happening rapidly or in quick successive a rain of bullets a pelting of insults
381,5044822,successiveness a following of one thing after another in time the doctor saw a sequence of patients
382,3110322,respiratory pertaining to respiration respiratory assistance
383,2325,respire undergo the biomedical and metabolic processes of respiration by taking up oxygen and producing carbon monoxide
384,449692,empty make void or empty of contents Empty the box The alarm emptied the building
385,395797,voidance the act of removing the contents of something
386,5623628,reach the limit of capability within the compass of education
387,5623181,potentiality an aptitude that may be developed
388,303495,soaring the activity of flying a glider
389,302394,flying an instance of traveling by air flying was still an exciting adventure for him
390,1778212,physical involving the body as distinguished from the mind or spirit physical exercise physical suffering was sloppy about everything but her physical appearance
391,4760771,physicalness the quality of being physical consisting of matter
392,931555,expedient serving to promote your interest was merciful only when mercy was expedient
393,604617,convenient suited to your comfort or purpose or needs a convenient excuse for not going
394,284669,particolor make motley color with different colors
395,3789603,motley a multicolored woolen fabric woven of mixed threads in th to th century England
396,338821,rearrangement changing an arrangement
397,939628,transcription the act of arranging and adapting a piece of music
398,3285912,enclosure a structure consisting of an area that has been enclosed for some purpose
399,1580467,wrap enclose or enfold completely with or as if with a covering Fog enveloped the house
400,1589363,point mark Hebrew words with diacritics
401,13911872,point a very small circular shape a row of points draw lines between the dots
402,1121855,remuneration the act of paying for goods or services or to recompense for losses adequate remuneration for his work
403,1120448,payment the act of paying money
404,6600684,parenthesis a message that departs from the main subject
405,780575,wander lose clarity or turn aside especially from the main subject of attention or course of argument in writing
406,5301908,mouth the externally visible part of the oral cavity on the face and the system of organs surrounding the opening she wiped lipstick from her mouth
407,5305806,lip either of two fleshy folds of tissue that surround the mouth and play a role in speaking
408,1610758,family falconidae a family of birds of the order Falconiformes
409,1610955,falcon diurnal birds of prey having long pointed powerful wings adapted for swift flight
410,7416441,transmutation physics the change of one chemical element into another as by nuclear decay or radioactive bombardment the transmutation of base metals into gold proved to be impossible
411,7296428,modification an event that occurs when something passes from one state or phase to another the change was intended to increase sales this storm is certainly a change for the worse the neighborhood had undergone few modifications since his last visit years ago
412,813978,talk over speak with others about something talk something over in detail have a discussion We discussed our household budget
413,943563,talk of discuss or mention They spoke of many things
414,1610463,break up destroy the completeness of a set of related items The book dealer would not break the set
415,708017,breakable capable of being broken or damaged earthenware pottery is breakable breakable articles should be packed carefully
416,9726970,quechua a member of a South American Indian people in Peru who were formerly the ruling class of the Inca empire
417,9726621,south american indian a member of a native Indian group in South America
418,9968845,counselor someone who gives advice about problems
419,9774266,consultant an expert who gives advice an adviser helped students select their courses the United States sent military advisors to Guatemala
420,996102,revise make revisions in revise a thesis
421,6428792,rewriting editing that involves writing something again
422,1732244,rat snake any of various nonvenomous rodenteating snakes of North America and Asia
423,1727646,colubrid snake mostly harmless temperatetotropical terrestrial or arboreal or aquatic snakes
424,9989290,madam a woman of refinement a chauffeur opened the door of the limousine for the grand lady
425,10787470,woman an adult female person as opposed to a man the woman kept house while the man hunted
